Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region
Quinta do Monte d'Oiro,2018,7131339,Tinto 2018,3.9,58,23.02,Portugal,Lisboa
Casal Branco,2017,1194876,Tinto 2017,3.6,116,6.1,Portugal,Tejo
Quinta da Costa do Pinhão,2015,5206729,Gradual 2015,4.0,209,12.5,Portugal,Douro
Herdade da Calada,2015,1435733,Block No. 3 2015,4.1,66,43.95,Portugal,Alentejo
Bacalhôa,1982,1155335,Península de Setúbal Quinta da Bacalhôa Cabernet Sauvignon 1982,0.0,16,36.16,Portugal,Península de Setúbal
Quinta do Vallado,2015,5693443,Vinha da Coroa 2015,4.3,132,45.0,Portugal,Douro
Pessegueiro,2015,5993072,Barro Vermelho Touriga Nacional 2015,4.0,67,17.5,Portugal,Douro
Casa da Passarella,2009,10660087,Vindima 2009,0.0,15,249.0,Portugal,Dão
Lemos,2013,76411,Alfrocheiro Preto 2013,4.0,68,16.0,Portugal,Dão
Luis Pato,2017,1563022,Bairrada Vinha Pan 2017,4.2,275,24.95,Portugal,Bairrada
Ládano,2016,6950382,Tinto 2016,4.2,114,14.9,Portugal,Douro
Quinta da Mata Fidalga,2015,1459152,Tinto 2015,0.0,16,119.0,Portugal,Bairrada
Quinta dos Vales,2017,1193471,Marquês dos Vales Grace Touriga Nacional 2017,0.0,9,11.9,Portugal,Algarve
Monte Cascas,2015,2150762,Reserva Douro Tinto 2015,3.8,189,11.5,Portugal,Douro
Palato do Côa,2016,1615427,Grande Reserva 2016,0.0,0,47.0,Portugal,Douro
João Clara,2019,2322648,Tinto 2019,3.7,30,7.35,Portugal,Algarve
Arca Nova,2021,1258917,Vinho Verde Vinhão 2021,0.0,19,4.15,Portugal,Vinho Verde
Alves de Sousa,2015,1157964,Quinta da Gaivosa Tinto 2015,4.3,927,114.89,Portugal,Douro
Quinta do Vale Meão,2018,1142315,Douro 2018,4.7,296,160.0,Portugal,Douro
Quinta do Cardo,2014,1171515,Tinto 2014,3.4,219,17.95,Portugal,Beira Interior
Quinta de Cidrô,2013,1254128,Rufete 2013,3.9,66,14.87,Portugal,Douro
Titan of Douro,2017,6710095,Estágio em Barro 2017,4.3,52,40.0,Portugal,Douro
José Maria da Fonseca,2015,1240076,Periquita Superyor 2015,3.8,305,39.95,Portugal,Península de Setúbal
Altano,2018,1840663,Reserva Douro 2018,4.0,189,9.61,Portugal,Douro
Bacalhôa,2014,1213732,Meia Pipa Private Selection Castelão - Syrah 2014,3.6,1674,5.95,Portugal,Península de Setúbal
CARM,2018,5861312,Maria de Lourdes Tinto 2018,4.4,57,37.95,Portugal,Douro
Paxá,2019,1537928,Special 2019,0.0,3,8.9,Portugal,Algarve
Quinta do Vale Meão,2015,1142315,Douro 2015,4.6,516,180.0,Portugal,Douro
Quinta do Mouro,2015,1133074,Tinto 2015,4.3,99,49.36,Portugal,Alentejano
AdegaMãe,2015,1943916,Dory Reserva Tinto 2015,4.0,561,11.9,Portugal,Lisboa
Secret Spot,2017,1368855,Tinto 2017,0.0,17,46.14,Portugal,Douro
Kopke,2017,1143701,Douro Tinto 2017,3.6,817,7.5,Portugal,Douro
Quinta dos Vales,2014,2095372,Marquês dos Vales Grace Vineyard Tinto 2014,0.0,23,11.9,Portugal,Algarve
Quinta dos Carvalhais,2018,76099,Dão Colheita Tinto 2018,3.9,388,8.85,Portugal,Dão
Casa Agrícola Santana Ramalho (CSR),2018,1562728,Casa de Sabicos Reserva 2018,4.0,49,14.36,Portugal,Alentejo
Rola,2019,3800268,Tinto 2019,3.8,1008,15.95,Portugal,Douro
Altas Quintas,2015,1240272,Obsessão Tinto 2015,0.0,23,99.5,Portugal,Alentejano
Quinta Vale D. Maria,2016,1189665,Curriculum Vitae Douro (CV) 2016,4.6,224,119.0,Portugal,Douro
Beyra,2019,4154537,Superior Tinto 2019,4.1,158,13.29,Portugal,Beira Interior
Duorum,2019,1441529,D by Duorum Tinto 2019,0.0,0,9.5,Portugal,Douro
Solar dos Lobos,2012,1418817,Grande Escolha 2012,4.2,79,26.95,Portugal,Alentejo
Monte Cascas,2012,5131568,Vinha da Carpanha 2012,4.2,37,38.95,Portugal,Dão
Quinta do Frances,2019,1768258,Odelouca River Valley Tinto 2019,4.1,125,16.95,Portugal,Algarve
Arca Nova,2021,1258917,Vinho Verde Vinhão 2021,0.0,19,4.15,Portugal,Vinho Verde
Quinta do Vallado,2015,5693443,Vinha da Coroa 2015,4.3,132,45.0,Portugal,Douro
Alves de Sousa,2015,1157964,Quinta da Gaivosa Tinto 2015,4.3,927,114.89,Portugal,Douro
Churchill's,2007,1467162,Quinta da Gricha Vinhas Velhas 2007,4.4,298,64.95,Portugal,Douro
Horta Osorio,2015,3909762,Grande Escolha 2015,4.2,85,42.95,Portugal,Douro
Vicentino,2018,6388493,Syrah 2018,4.0,113,11.49,Portugal,Alentejo
Quinta de Chocapalha,2015,75666,Cabernet Sauvignon 2015,3.5,142,11.5,Portugal,Lisboa
Quinta de Tourais,2010,1149941,Tourónio Rouge 2010,3.8,26,9.95,Portugal,Douro
Jorge Rosa Santos,2017,5351911,Rosa Santos Familia Ribera de Tera 2017,4.7,122,48.95,Portugal,Alentejano
Quinta do Cardo,2014,1171515,Tinto 2014,3.4,219,17.95,Portugal,Beira Interior
Quinta de Cidrô,2013,1254128,Rufete 2013,3.9,66,14.87,Portugal,Douro
Monte Cascas,2013,4792774,Vinha das Lameiras 2013,4.2,37,38.9,Portugal,Douro
Altas Quintas,2007,1240272,Obsessão Tinto 2007,4.4,200,99.5,Portugal,Alentejano
Eduardo da Costa Seixas,2005,1323370,Quinta de Santa Júlia Grande Escolha 2005,3.7,71,12.9,Portugal,Douro
Altano,2018,1136728,Tinto 2018,3.7,3676,4.0,Portugal,Douro
Passagem,2015,1424778,Reserva Red 2015,4.0,503,46.9,Portugal,Douro
Pessegueiro,2015,5993072,Barro Vermelho Touriga Nacional 2015,4.0,67,17.5,Portugal,Douro
Casa da Passarella,2009,10660087,Vindima 2009,0.0,15,249.0,Portugal,Dão
Lemos,2013,76411,Alfrocheiro Preto 2013,4.0,68,16.0,Portugal,Dão
Luis Pato,2017,1563022,Bairrada Vinha Pan 2017,4.2,275,24.95,Portugal,Bairrada
Herdade do Menir,2011,1785046,Couteiro-Mor Grande Escolha Tinto 2011,0.0,23,12.95,Portugal,Alentejo
François Lurton,2004,13683,Douro Pilheiros Grande Escolha 2004,0.0,10,19.95,Portugal,Douro
Quinta do Côro,2011,4174962,Doua Florinda 2011,4.1,44,19.95,Portugal,Ribatejo
Legado,2013,2495612,Douro Tinto 2013,4.7,226,265.54,Portugal,Douro
Lemos,2013,1731495,Dona Georgina 2013,4.4,108,37.0,Portugal,Dão
Quinta do Crasto,2015,1293594,Vinha Maria Teresa 2015,4.8,247,215.0,Portugal,Douro
Quinta do Côtto,2017,22302,Tinto 2017,3.9,524,7.85,Portugal,Douro
Mouchão,2003,1174337,Colheitas Antigas 2003,4.4,355,245.0,Portugal,Alentejo
Quinta da Alorna,2013,1247055,Touriga Nacional - Cabernet Sauvignon Reserva 2013,3.8,542,7.95,Portugal,Tejo
Quinta da Romaneira,2019,10695271,Tres Parcelas Touriga Nacional Douro 2019,4.2,74,36.0,Portugal,Douro
Quinta dos Vales,2014,2095372,Marquês dos Vales Grace Vineyard Tinto 2014,0.0,23,11.9,Portugal,Algarve
Quinta dos Carvalhais,2018,76099,Dão Colheita Tinto 2018,3.9,388,8.85,Portugal,Dão
Casa Agrícola Santana Ramalho (CSR),2018,1562728,Casa de Sabicos Reserva 2018,4.0,49,14.36,Portugal,Alentejo
Rola,2019,3800268,Tinto 2019,3.8,1008,15.95,Portugal,Douro
Altas Quintas,2015,1240272,Obsessão Tinto 2015,0.0,23,99.5,Portugal,Alentejano
Quinta Vale D. Maria,2016,1189665,Curriculum Vitae Douro (CV) 2016,4.6,224,119.0,Portugal,Douro
Beyra,2019,4154537,Superior Tinto 2019,4.1,158,13.29,Portugal,Beira Interior
Duorum,2019,1441529,D by Duorum Tinto 2019,0.0,0,9.5,Portugal,Douro
Solar dos Lobos,2012,1418817,Grande Escolha 2012,4.2,79,26.95,Portugal,Alentejo
Ervideira,2018,2460723,Vinha d'Ervideira Tinto 2018,0.0,0,7.95,Portugal,Alentejo
Foral de Portimao,2014,2537402,Reserva 2014,3.5,91,8.95,Portugal,Algarve
Herdade do Rocim,2019,4985643,Vale da Mata Reserva Tinto 2019,0.0,4,9.95,Portugal,Lisboa
Altas Quintas,2015,1211017,Reserva-Do Tinto 2015,4.4,348,67.4,Portugal,Alentejano
Quinta da Revolta,2015,1183132,Reserva Tinto 2015,3.9,74,12.95,Portugal,Douro
Quinta Maria Izabel,2017,2508709,Tinto 2017,0.0,19,16.95,Portugal,Douro
Belmira Cruz,2009,1563938,Alentejo Tinto 2009,0.0,0,9.95,Portugal,Alentejano
Torre do Frade,2017,1483635,Family Edition Virgo Tinto 2017,0.0,2,14.95,Portugal,Alentejano
Manuel Joaquim Pinto (MJP),2014,1814877,Casa da Palmeira Tinto 2014,3.9,35,29.95,Portugal,Douro
Casa da Passarella,2014,5372392,Villa Oliveira Vinha das Pedras Altas 2014,4.3,170,48.95,Portugal,Dão
Duorum,2015,1905131,O.Leucura Cota 200 Reserva 2015,4.3,35,125.0,Portugal,Douro
Oboé,2017,6783203,Som de Barrica Tinto 2017,4.7,63,68.0,Portugal,Douro
Terras de Santo António,2018,1509887,Touriga Nacional 2018,4.0,73,10.4,Portugal,Dão
Quinta da Boavista,2014,4443335,Quinta da Boavista Vinha do Ujo Vinhas Velhas 2014,4.6,80,135.0,Portugal,Douro
Ribafreixo Wines,2013,1584422,Gaudio Classico 2013,3.8,393,10.35,Portugal,Alentejano
Muxagat,2018,6864146,Vinhas Velhas 2018,0.0,0,25.3,Portugal,Douro
Quinta Nova de Nossa Senhora do Carmo,2013,1272205,Douro Grande Reserva Referéncia 2013,4.3,242,54.24,Portugal,Douro
Vallegre,2016,1922093,Douro Reserva Especial Vinhas Velhas 2016,4.4,157,26.9,Portugal,Douro
Quinta do Paral,2019,7335944,Vinhas Velhas Tinto 2019,4.5,152,30.0,Portugal,Alentejo
Cooperativa de Batalha,2017,1403980,Real Batalha Tinto 2017,3.9,38,5.0,Portugal,Encostas d'Aire
Brites Aguiar,2019,1213617,Tinto 2019,4.4,129,30.06,Portugal,Douro
Vale de Vila,2019,7686582,Grande Reserva Tinto 2019,4.3,235,15.2,Portugal,Douro
Pacheca,2019,1184921,Douro Reserva Vinhas Velhas 2019,4.1,549,13.95,Portugal,Douro
Folha do Meio,2017,4221932,Grande Reserva 2017,4.5,37,36.95,Portugal,Alentejano
Alves de Sousa,2013,1240432,Quinta da Gaivosa Vinha de Lordelo 2013,4.3,143,85.0,Portugal,Douro
Borges,2021,2400219,Meia Encosta Reserva 2021,0.0,0,3.89,Portugal,Dão
Quinta Vale D. Maria,2019,1950164,Vinha do Rio Douro Tinto 2019,4.5,56,116.1,Portugal,Douro
Casa Ferreirinha,2016,9032475,Touriga-Fêmea 2016,4.5,52,83.0,Portugal,Douro
Reguengos,2020,75606,Reserva Tinto 2020,3.9,962,4.88,Portugal,Reguengos
Quinta dos Carvalhais,2015,76110,Único Dão Tinto 2015,4.4,192,95.0,Portugal,Dão
Quinta dos Murças,2015,5552276,VV47 2015,4.4,64,76.39,Portugal,Douro
Caves Primavera,1990,1881546,Tinto 1990,0.0,4,15.0,Portugal,Bairrada
Casa Ferreirinha,2020,75982,Vinha Grande Douro 2020,4.1,482,9.85,Portugal,Douro
Quinta do Portal,2016,1736466,Grande Reserva 2016,4.3,258,27.99,Portugal,Douro
100 Hectares,2017,5151511,Tinto 2017,0.0,3,29.99,Portugal,Douro
Fiuza,2019,2080765,Cabernet Sauvignon 2019,3.8,78,5.5,Portugal,Tejo
Quinta Nova de Nossa Senhora do Carmo,2013,1272205,Douro Grande Reserva Referéncia 2013,4.3,242,54.24,Portugal,Douro
Vallegre,2016,1922093,Douro Reserva Especial Vinhas Velhas 2016,4.4,157,26.9,Portugal,Douro
Quinta do Paral,2019,7335944,Vinhas Velhas Tinto 2019,4.5,152,30.0,Portugal,Alentejo
Brites Aguiar,2019,1213617,Tinto 2019,4.4,129,30.06,Portugal,Douro
100 Hectares,2017,5151511,Tinto 2017,0.0,3,29.99,Portugal,Douro
Fiuza,2019,2080765,Cabernet Sauvignon 2019,3.8,78,5.5,Portugal,Tejo
Quinta das Marias,2018,2016975,Cuvée TT Reserva 2018,4.0,73,17.71,Portugal,Dão
Beyra,2021,1370875,Quartz Tinto 2021,0.0,1,5.95,Portugal,Beira Interior
Niepoort,2021,2602659,Diálogo em Contramão Tinto 2021,0.0,3,6.6,Portugal,Douro
Grão Vasco,2020,76031,Dão Tinto 2020,3.6,1048,3.6,Portugal,Dão
Adega Mayor,2021,1646116,Caiado Tinto 2021,3.7,391,5.0,Portugal,Alentejano
Quinta do Pôpa,2013,1268582,Pôpa TR 2013,0.0,7,28.0,Portugal,Douro
Grão Vasco,2017,76031,Dão Tinto 2017,3.4,2120,3.75,Portugal,Dão
Lua Cheia - Saven,2020,1499257,Em Vinhas Velhas Tinto 2020,3.8,32,4.9,Portugal,Douro
Cottas,2019,1459609,Reserva Tinto 2019,0.0,9,18.9,Portugal,Douro
Herdade das Servas,2017,1972962,Reserva Estremoz 2017,0.0,20,19.85,Portugal,Alentejo
Herdade da Maroteira,2018,1185290,Cem Reis Reserva Syrah 2018,4.7,815,61.0,Portugal,Alentejano
Quinta da Romaneira,2016,1201755,Tinto 2016,4.3,582,20.0,Portugal,Douro
Luis Pato,2011,22317,Baga Beiras Quinta do Ribeirinho Pé Franco 2011,4.3,57,150.0,Portugal,Beiras
Graça 28,2019,7978425,Reserva 2019,3.8,1200,9.5,Portugal,Douro
Cortes de Cima,2018,73949,Trincadeira 2018,4.0,118,16.23,Portugal,Alentejano
Herdade das Servas,2016,8381336,Parcela C Single Vineyard Carignan 2016,4.5,97,39.95,Portugal,Alentejo
Niepoort,2014,2899486,Douro Turris 2014,0.0,11,125.0,Portugal,Douro
Manuel Correia,2015,6852745,Limited Edition Tinto 2015,4.8,155,53.0,Portugal,Douro
Beyra,2019,1296117,Tinto 2019,3.8,39,5.48,Portugal,Beira Interior
Filipa Pato,2021,2689485,Post Quercus Baga 2021,0.0,17,18.5,Portugal,Bairrada
Cadão,2018,1651888,Reserva Tinto 2018,3.7,1250,5.15,Portugal,Douro
Quinta de Chocapalha,2021,2085745,Mar de Lisboa Tinto 2021,0.0,2,5.9,Portugal,Lisboa
José Maria da Fonseca,2015,1708163,Hexagon Tinto 2015,4.4,316,47.6,Portugal,Península de Setúbal
Bajancas,2017,1195320,Vinha do Corvo 2017,4.2,54,31.0,Portugal,Douro
Evel,2018,1130542,Douro Tinto 2018,3.8,678,5.29,Portugal,Douro
Kompassus,2015,1557946,Private Collection Baga 2015,4.4,97,33.89,Portugal,Bairrada
Caves Primavera,1990,1881546,Tinto 1990,0.0,4,15.0,Portugal,Bairrada
Grão Vasco,1970,76031,Dão Tinto 1970,0.0,3,19.9,Portugal,Dão
Altos da Beira,2021,8459591,Tinto 2021,3.6,87,3.3,Portugal,Beiras
Campolargo,2013,78238,Entre II Santos Tinto 2013,0.0,23,6.85,Portugal,Bairrada
Manuel Correia,2015,2042665,Grande Reserva Vinhas Velhas 2015,0.0,8,16.85,Portugal,Douro
Borges,2019,1172508,Lello Tinto 2019,3.3,139,3.96,Portugal,Douro
Niepoort,2013,1267265,Doda 2013,4.2,66,31.0,Portugal,Dão
Campolargo,2013,78236,Vinha do Putto Tinto 2013,3.3,744,5.41,Portugal,Bairrada
Quinta do Estanho,2016,6074182,Vinhas Velhas Grande Reserva 2016,4.4,68,32.0,Portugal,Douro
Quinta da Barca,2015,5070250,Busto Reserva Touriga Nacional 2015,3.8,81,11.1,Portugal,Douro
Niepoort,2018,2042875,Douro Quinta De Napoles Tinto 2018,0.0,16,67.0,Portugal,Douro
Dona Maria,2015,1146705,Júlio B. Bastos Alicante Bouschet 2015,4.2,228,83.49,Portugal,Alentejo
Reynolds Wine Growers,2020,1265556,Carlos Reynolds 2020,3.9,159,8.6,Portugal,Alentejano
Casa das Flores,2014,2174179,Grande Reserva 2014,4.5,149,39.0,Portugal,Douro
Pacheca,2019,1184921,Douro Reserva Vinhas Velhas 2019,4.1,549,13.95,Portugal,Douro
Alves de Sousa,2013,1240432,Quinta da Gaivosa Vinha de Lordelo 2013,4.3,143,85.0,Portugal,Douro
Quinta dos Carvalhais,2019,76101,Duque de Viseu Tinto 2019,3.7,441,4.75,Portugal,Dão
Ribafreixo Wines,2013,1584422,Gaudio Classico 2013,3.8,393,10.35,Portugal,Alentejano
Muxagat,2018,6864146,Vinhas Velhas 2018,0.0,0,25.3,Portugal,Douro
Cortes de Cima,2016,73949,Trincadeira 2016,4.1,155,17.29,Portugal,Alentejano
Cortes de Cima,2018,1678254,Touriga Nacional 2018,4.3,114,27.95,Portugal,Alentejano
Montaria,2019,1168604,Alentejano Tinto 2019,3.6,56,5.0,Portugal,Alentejano
Vale de Vila,2019,7686582,Grande Reserva Tinto 2019,4.3,235,15.2,Portugal,Douro
Folha do Meio,2017,4221932,Grande Reserva 2017,4.5,37,36.95,Portugal,Alentejano
Cigarra,2017,1923015,Tinto 2017,3.4,88,9.5,Portugal,Lisboa
Quinta dos Avidagos,2016,1241948,Tinto 2016,3.6,446,6.15,Portugal,Douro
Wine & Soul,2017,1417067,Douro Quinta da Manoella VV Tinto 2017,4.5,186,85.0,Portugal,Douro
Esporão,2015,10485870,Vinha do Badeco Tinto 2015,0.0,0,33.71,Portugal,Alentejo
Courelas de Pias,2020,1598829,Reserva 2020,0.0,0,4.15,Portugal,Alentejano
Casal Branco,2020,8308184,Peter and the Wolf Reserva 2020,0.0,6,12.0,Portugal,Tejo
Esporão,2018,1105385,Esporão Trincadeira 2018,3.9,616,10.95,Portugal,Alentejo
Vila Real,2018,1200520,Reserva Tinto 2018,3.8,731,7.25,Portugal,Douro
Casal Branco,2021,1194876,Tinto 2021,0.0,2,7.0,Portugal,Tejo
Casa de Santa Vitoria,2019,8048638,Seleção Tinto 2019,3.6,70,6.5,Portugal,Alentejano
Mouchão,2014,76440,Alentejo Dom Rafael Tinto 2014,3.8,1483,13.49,Portugal,Alentejo
Herdade de Gâmbia,2019,6058139,Reserva Tinto 2019,0.0,23,9.95,Portugal,Península de Setúbal
José Maria da Fonseca,2021,94316,José de Sousa Alentejano 2021,0.0,16,2.75,Portugal,Alentejano
Paulo Laureano,2015,2649729,Inventum Tinto 2015,4.0,42,14.15,Portugal,Alentejo
Mapa,2016,5448002,Grande Reserva 2016,4.1,55,20.95,Portugal,Douro
Quinta de Foz de Arouce,2021,1394829,200 Anos 2021,0.0,1,19.5,Portugal,Beiras
Fiuza,2021,1221836,3 Castas Tinto 2021,3.4,32,3.75,Portugal,Tejo
Casa Ferreirinha,2016,9032475,Touriga-Fêmea 2016,4.5,52,83.0,Portugal,Douro
Reguengos,2020,75606,Reserva Tinto 2020,3.9,962,4.88,Portugal,Reguengos
Manuel Joaquim Pinto (MJP),2014,1814877,Casa da Palmeira Tinto 2014,3.9,35,29.95,Portugal,Douro
Casa da Passarella,2014,5372392,Villa Oliveira Vinha das Pedras Altas 2014,4.3,170,48.95,Portugal,Dão
Quinta da Tor,2015,3241182,Riserva Algibre Red Blend 2015,4.1,108,13.5,Portugal,Algarve
Mingorra,2014,1916655,Vinhas da Ira 2014,4.3,112,36.95,Portugal,Alentejano
Quinta das Cerejeiras,2019,1200770,Lisboa Tinto 2019,3.5,175,3.5,Portugal,Lisboa
Dona Maria,2018,3147621,Touriga Nacional - Petit Verdot 2018,0.0,19,19.95,Portugal,Alentejano
Giroflé,2018,3948833,Tinto 2018,3.6,188,6.95,Portugal,Douro
Duorum,2015,1905131,O.Leucura Cota 200 Reserva 2015,4.3,35,125.0,Portugal,Douro
Conceito,2016,6328810,Ontem Tinto 2016,3.8,127,23.72,Portugal,Douro
Herdade das Servas,2010,7106297,Garrafeira 2010,4.7,46,84.5,Portugal,Alentejano
Quinta do Javali,2012,2158995,Lobatos 2012,0.0,18,11.95,Portugal,Douro
Barranco Longo,2019,1892142,Colheita Seleccionada 2019,0.0,7,11.99,Portugal,Algarve
Bacalhôa,2017,18533,Só Syrah 2017,0.0,2,10.99,Portugal,Península de Setúbal
Quinta dos Carvalhais,2019,76101,Duque de Viseu Tinto 2019,3.7,441,4.75,Portugal,Dão
Cortes de Cima,2016,73949,Trincadeira 2016,4.1,155,17.29,Portugal,Alentejano
Cortes de Cima,2018,1678254,Touriga Nacional 2018,4.3,114,27.95,Portugal,Alentejano
Montaria,2019,1168604,Alentejano Tinto 2019,3.6,56,5.0,Portugal,Alentejano
Esporão,1999,1208041,Quatro Castas 4 1999,0.0,10,12.5,Portugal,Alentejo
Quinta Dona Leonor,2019,1241307,Reserva 2019,4.1,54,14.95,Portugal,Douro
Esporão,2015,10485870,Vinha do Badeco Tinto 2015,0.0,0,33.71,Portugal,Alentejo
Paulo Laureano,2015,2649729,Inventum Tinto 2015,4.0,42,14.15,Portugal,Alentejo
Mapa,2016,5448002,Grande Reserva 2016,4.1,55,20.95,Portugal,Douro
Casa de Santa Vitoria,2019,8048638,Seleção Tinto 2019,3.6,70,6.5,Portugal,Alentejano
Herdade Dos Pimenteis,2020,4706704,Colheita Selecionada 2020,0.0,6,5.75,Portugal,Algarve
Monte da Ravasqueira,2021,2392149,Tinto 2021,0.0,4,5.5,Portugal,Alentejano
Quinta de Pancas,2017,5688548,Syrah Special Selection 2017,4.1,52,15.0,Portugal,Lisboa
Niepoort,2019,2685785,Dão Rótulo Tinto 2019,3.7,45,8.8,Portugal,Dão
Cabriz,2016,1297076,Dão Escolha 2016,3.8,221,12.95,Portugal,Dão
Sexy,2019,1177824,Tinto 2019,3.6,114,8.45,Portugal,Alentejo
Quinta do Noval,2014,7102277,Reserva 2014,0.0,3,67.02,Portugal,Douro
Vadio,2012,1265507,Tinto 2012,3.7,344,17.95,Portugal,Bairrada
Esporão,2021,5608859,Colheita Tinto 2021,3.8,358,9.74,Portugal,Alentejo
Quinta Nova de Nossa Senhora do Carmo,2021,1269166,Grainha Reserva 2021,4.2,379,13.95,Portugal,Douro
100 Hectares,2021,1373789,Colheita Tinto 2021,0.0,14,5.65,Portugal,Douro
Herdade do Sobroso,2019,5907829,Arché 2019,4.5,99,64.5,Portugal,Alentejo
Herdade Paço do Conde,2018,9812049,Alicante Bouschet 2018,3.9,44,7.25,Portugal,Alentejano
Casa Ermelinda Freitas,2021,1191946,Dona Ermelinda Palmela Tinto 2021,3.8,289,3.9,Portugal,Palmela
Bota Velha,2018,10524807,Vinhas Antigas Tinto 2018,3.8,51,13.5,Portugal,Douro
Quinta das Tecedeiras,2020,1163127,Flor das Tecedeiras 2020,3.9,81,7.49,Portugal,Douro
Fiuza,2021,2080765,Cabernet Sauvignon 2021,3.7,76,5.5,Portugal,Tejo
Quinta da Fronteira,2018,4832902,Grande Reserva 2018,4.2,78,15.37,Portugal,Douro
Maçanita,2019,7656095,Reserva 2019,4.2,248,18.0,Portugal,Douro
Cinco Forais,2018,7526562,Reserva Tinto 2018,4.0,64,11.29,Portugal,Alentejano
Casa Ferreirinha,2020,75982,Vinha Grande Douro 2020,4.1,482,9.85,Portugal,Douro
Quinta da Alorna,2017,10331670,Reserva das Pedras Castelão 2017,4.2,136,44.99,Portugal,Tejo
Quinta do Crasto,2017,45284,Tinta Roriz 2017,4.4,156,59.0,Portugal,Douro
Companhia das Lezírias,2018,2619814,Tyto Alba Merlot 2018,3.8,43,10.29,Portugal,Tejo
Quinta de Arcossó,2017,1239180,Reserva Tinto 2017,4.0,157,11.29,Portugal,Trás-os-Montes
Vallegre,2018,2218591,Douro Reserva 2018,3.9,61,10.95,Portugal,Douro
Terra d'Alter,2018,1180697,Alentejano Outeiro 2018,4.2,65,25.95,Portugal,Alentejano
Quinta Nova de Nossa Senhora do Carmo,2017,1911775,Douro Grande Reserva 2017,4.4,117,55.0,Portugal,Douro
Montes Ermos,2019,1265478,Reserva Tinto 2019,3.8,271,5.95,Portugal,Douro
Niepoort,2017,9165941,Struwwelpeter 2017,0.0,23,10.5,Portugal,Dão
Quinta das Bágeiras,2019,1787936,Colheita Tinto 2019,0.0,1,28.59,Portugal,Bairrada
Quinta do Frances,2018,1768258,Odelouca River Valley Tinto 2018,4.0,220,45.6,Portugal,Algarve
Wine & Soul,2019,2657925,Douro Manoella Tinto 2019,4.0,1116,11.85,Portugal,Douro
Quinta da Extrema,2018,6680997,Cabernet Sauvignon 2018,4.4,28,22.59,Portugal,Douro
Monte dos Perdigoes,2017,3349490,Tapada Do Barão Colheita Seleccionada Tinto 2017,3.6,221,5.07,Portugal,Alentejano
Niepoort,2016,1216909,Douro Charme Tinto 2016,4.3,485,55.0,Portugal,Douro
Quinta do Frances,2012,1768258,Odelouca River Valley Tinto 2012,3.9,126,34.99,Portugal,Algarve
100 Hectares,2019,3798373,Grande Reserva 2019,4.2,101,16.17,Portugal,Douro
Casa de Saima,2021,5987174,Pinot Noir 2021,0.0,8,17.9,Portugal,Bairrada
Quinta dos Termos,2019,1956157,Reserva do Patrão Tinto 2019,4.1,241,10.3,Portugal,Beira Interior
Quinta da Plansel,2015,1928188,Marquês de Montemor Reserva 2015,3.8,45,25.9,Portugal,Alentejano
Opta,2016,6182382,Grande Reserva 2016,4.5,119,29.95,Portugal,Dão
Tiago Cabaço,2021,3096658,Vinhas Velhas 2021,4.0,48,11.95,Portugal,Alentejo
Montalegre,2019,4369875,Reserva Tinto 2019,0.0,18,12.6,Portugal,Trás-os-Montes
Quinta dos Termos,2019,1189511,Tinto 2019,3.8,193,4.5,Portugal,Beira Interior
Monte da Ravasqueira,2019,1648179,Vinha das Romãs Tinto 2019,4.2,1018,14.44,Portugal,Alentejano
Opta,2020,1966201,Tinto 2020,3.8,92,5.95,Portugal,Dão
Valle Pradinhos,2021,4009800,Reserva Tinto 2021,4.2,199,13.5,Portugal,Trás-os-Montes
Malhadinha Nova,2020,1300361,Marias 2020,0.0,8,38.62,Portugal,Alentejano
Quinta da Plansel,2021,1928037,Plansel Selecta 2021,3.8,82,5.95,Portugal,Alentejano
Reguengos,2018,1259115,Tinto 2018,3.5,2695,2.59,Portugal,Alentejo
Quinta das Bágeiras,2018,1787936,Colheita Tinto 2018,0.0,7,7.0,Portugal,Bairrada
Casa Ermelinda Freitas,2015,1199682,Dom Freitas 2015,0.0,1,11.29,Portugal,Península de Setúbal
Quinta Nova de Nossa Senhora do Carmo,2021,1269166,Grainha Reserva 2021,4.2,379,13.95,Portugal,Douro
100 Hectares,2021,1373789,Colheita Tinto 2021,0.0,14,5.65,Portugal,Douro
Herdade do Sobroso,2019,5907829,Arché 2019,4.5,99,64.5,Portugal,Alentejo
Companhia das Lezírias,2018,2619814,Tyto Alba Merlot 2018,3.8,43,10.29,Portugal,Tejo
Herdade do Freixo,2020,6461547,Terroir Tinto 2020,3.8,68,6.7,Portugal,Alentejano
Tiago Cabaço,2019,1257593,blog (Black Label) 2019,4.2,117,27.6,Portugal,Alentejo
Quinta da Plansel,2015,1209241,Plansel Selecta Colheita Seleccionada Touriga Nacional 2015,4.0,141,41.95,Portugal,Alentejano
Alves de Sousa,2019,4930773,Quinta da Oliveirinha Reserva 2019,0.0,21,11.75,Portugal,Douro
Quinta do Portal,2019,2020067,Douro Reserva Red 2019,4.1,337,16.16,Portugal,Douro
Prats & Symington (P+S),2014,1240543,Chryseia Douro 2014,4.5,1625,269.0,Portugal,Douro
Luis Pato,2020,1510608,Baga - Touriga Nacional 2020,3.7,288,7.5,Portugal,Beiras
